Name,No,Date,Pitch_Type,Is_Strike,Strike_Zone_Side,Strike_Zone_Height,球速,回転数,True_Spin_release,回転効率,Spin_Direction,Spin_Confidence,VB_trajectory,HB_trajectory,VB_spin,HB_spin,Horizontal_Angle,Release_Angle,Release_Height,Release_Side,Release_Extension_ft,Gyro_Degree_deg,,,,,,,,,,,,,,,,,,,,,,
小林,14,2025/2/7,ChangeUp,N,-2.69,30.83,120.83,509.84,479.6,94.07,2:14,0.8,-5.8,34.9,,,8.8,20.6,-4.18,0.85,1.37,0.78,0,19.82,1196082@1738891657,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
小林,15,2025/2/7,ChangeUp,N,-29.93,96.67,129.18,2310.82,2021,87.46,1:34,0.9,49.7,36.6,,,33.4,35,-5.45,0.61,1.34,0.84,0,29,1196082@1738891639,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
小林,16,2025/2/7,ChangeUp,N,-41.31,122.25,133.74,2272.29,1960.5,86.28,1:28,0.8,69.3,38.4,,,33.8,32.6,-5.78,0.66,1.38,0.8,0,30.37,1196082@1738891620,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
小林,17,2025/2/7,ChangeUp,N,5.59,114.78,130.78,2275.51,1933.7,84.98,1:30,0.9,59.2,36.8,,,33,32.6,-4.13,0.79,1.39,0.83,0,31.81,1196082@1738891601,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
小林,18,2025/2/7,ChangeUp,N,-41.02,50.3,117.72,423.2,368.8,87.14,3:00,1,-3.6,17.2,,,0.1,18.1,-5.06,1.55,1.34,0.8,0,29.38,1196082@1738891584,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
小林,19,2025/2/7,ChangeUp,Y,7.02,50.42,118.71,445.06,415.8,93.42,2:52,0.9,-1.1,22.5,,,1.2,20.2,-3.57,1.42,1.35,0.83,0,20.9,1196082@1738891564,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
小林,20,2025/2/7,ChangeUp,N,-5.41,17.97,119.09,527.56,408.8,77.49,2:08,0.8,-4.3,29.6,,,8.9,17,-4.26,0.42,1.32,0.82,0,39.2,1196082@1738891536,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
小林,21,2025/2/7,ChangeUp,N,30.85,49.3,116.6,421.88,370.4,87.81,2:50,0.9,-7.4,27,,,1.9,18.4,-2.88,1.86,1.29,0.82,0,28.59,1196082@1738891520,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
小林,22,2025/2/7,ChangeUp,N,-25.68,115.26,130.35,2220.68,2033.6,91.58,1:16,0.9,56,23.3,,,39.6,30.6,-4.8,0.93,1.37,0.83,0,23.69,1196082@1738891502,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
小林,23,2025/2/7,ChangeUp,N,53.12,68.73,115.39,371.58,316.6,85.2,3:04,0.8,-17.8,20.3,,,-0.6,16.1,-1.94,3.06,1.31,0.86,0,31.57,1196082@1738891481,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
小林,24,2025/2/7,ChangeUp,N,43.85,48.16,118.92,465.12,438.4,94.25,2:24,0.8,-12.5,22.2,,,7,20.2,-2.34,2,1.31,0.86,0,19.53,1196082@1738891463,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
小林,25,2025/2/7,ChangeUp,N,-24.52,8.73,120.83,709.72,659.9,92.98,2:16,0.9,15.5,36.5,,,11.1,26.1,-5.27,-0.59,1.31,0.84,0,21.6,1196082@1738891445,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
小林,26,2025/2/7,ChangeUp,N,3.86,119.3,130.57,2130.81,1777.2,83.41,1:32,0.8,68.3,31.1,,,31,31.7,-4.32,0.65,1.37,0.92,0,33.48,1196082@1738891429,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
小林,27,2025/2/7,ChangeUp,N,10.34,107.09,131.83,2210.34,2040.1,92.3,1:22,0.8,64.2,26.4,,,38.9,33.2,-3.74,0.38,1.37,0.88,2.0136204,22.63,1196082@1738891413,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
小林,28,2025/2/7,ChangeUp,N,46.26,90.63,130.99,2217.91,2062.3,92.99,1:22,0.8,31,56.6,,,39.5,33.9,-3.6,0.78,1.39,0.9,2.030754,21.59,1196082@1738891350,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
小林,29,2025/2/7,ChangeUp,N,-44.14,117.28,129.91,2243.68,1886.3,84.07,1:32,0.8,65.8,25.9,,,32.3,32.6,-5.57,0.5,1.39,0.81,0,32.78,1196082@1738891313,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
小林,30,2025/2/7,Slider,N,9.85,33.17,107.46,1833.61,1247,68.01,8:02,1,-7.7,-38.2,,,-17.9,-36.3,-1.47,2.54,1.27,0.89,2.1231422,47.15,1196082@1738891288,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
小林,31,2025/2/7,Slider,Y,-1.27,74.88,109.63,1893.51,1053.2,55.62,8:04,0.9,-4.7,-36.6,,,-14,-31,-1.63,3.6,1.31,0.81,2.0927181,56.21,1196082@1738891243,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
小林,32,2025/2/7,CurveBall,N,34.77,58.14,105.95,1724.18,1287.5,74.67,7:38,0.9,0.7,-33.4,,,-25.3,-33.3,-0.55,3.03,1.3,0.83,0,41.69,1196082@1738891224,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
小林,33,2025/2/7,CurveBall,N,-3.35,35.12,106.89,1819.57,1199.2,65.91,7:42,0.9,-14.5,-44.9,,,-21.6,-31.3,-1.38,2.54,1.29,0.79,0,48.77,1196082@1738891209,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
小林,34,2025/2/7,Slider,Y,16.74,71.55,105.73,1769.11,1190.6,67.3,8:06,0.8,0.9,-48,,,-15.8,-35.8,-0.77,3.29,1.29,0.86,0,47.7,1196082@1738891196,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
小林,35,2025/2/7,Slider,N,-42.76,54.42,119.24,2083.17,343.9,16.51,11:38,0.8,32.6,-11.3,,,9.2,-4.2,-4.08,0.26,1.36,0.81,0,80.5,1196082@1738891176,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
小林,36,2025/2/7,Cutter,N,42.47,106.9,120.84,2053.62,807.1,39.3,0:58,0.9,34.8,8.7,,,18.9,8.6,-1.97,2.11,1.33,0.87,0,66.86,1196082@1738891155,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
小林,37,2025/2/7,ChangeUp,N,-28.63,133.51,130.96,2198.1,1817,82.66,1:30,0.8,67.6,28.1,,,31.9,31,-5.09,1.11,1.38,0.83,0,34.25,1196082@1738891140,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
小林,38,2025/2/7,Slider,N,-40.54,68.47,122.02,2206.55,615.3,27.88,0:02,0.9,26.9,-4.6,,,16.2,-1.7,-4.08,0.65,1.41,0.76,0,73.81,1196082@1738891123,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
小林,39,2025/2/7,Slider,N,-42.52,52.26,118.99,2155.69,616.8,28.61,11:40,0.9,21.6,5.4,,,16.1,-5.1,-4.69,0.35,1.37,0.8,0,73.38,1196082@1738891090,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
小林,40,2025/2/7,Slider,N,-25.77,58.17,120.73,2143.18,705.7,32.93,11:52,0.9,32.8,-9.6,,,18.5,-3.5,-3.48,0.34,1.35,0.79,0,70.78,1196082@1738891073,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
小林,41,2025/2/7,Slider,Y,-0.71,53.76,118.84,2132.58,635.9,29.82,11:34,0.9,14.7,-11.6,,,16.5,-6,-2.54,1.02,1.34,0.81,0,72.65,1196082@1738891057,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
小林,42,2025/2/7,Slider,N,-31.63,55.75,119.84,2115.58,645.7,30.52,11:58,0.9,24.5,-8.5,,,17.1,-2.6,-3.73,0.56,1.35,0.79,0,72.23,1196082@1738891039,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
小林,43,2025/2/7,Cutter,Y,8.49,104.2,120.19,2175.19,826.7,38.01,0:44,0.8,47.4,2.6,,,20.1,5.9,-2.88,1.4,1.36,0.86,2.1257343,67.66,1196082@1738891023,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
小林,44,2025/2/7,ChangeUp,N,37.69,52.44,132.75,2232.48,2067.5,92.61,1:34,0.8,14.6,47.6,,,36.2,39.2,-3.42,0.06,1.41,0.87,1.7470589,22.16,1196082@1738891006,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
小林,45,2025/2/7,ChangeUp,N,44.23,74.39,127.36,2146.21,2058,95.89,1:46,0.9,25.6,54,,,31.7,41.2,-3.39,0.4,1.4,0.83,0,16.48,1196082@1738890991,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
小林,46,2025/2/7,ChangeUp,N,33.73,88.42,131.08,2190.96,1778.5,81.18,1:40,0.9,28.5,37.4,,,27.5,33,-3.24,0.84,1.37,0.85,0,35.73,1196082@1738890976,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
小林,47,2025/2/7,ChangeUp,N,28.27,119.54,128.94,2260.48,2065.2,91.36,1:34,0.8,55.8,48.8,,,34.2,36.3,-3.97,0.8,1.41,0.88,0,23.99,1196082@1738890959,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
小林,48,2025/2/7,ChangeUp,N,58.78,131.82,133.22,2239.51,2122.6,94.78,1:20,0.8,71.5,28.2,,,39.4,32.8,-1.96,0.87,1.38,0.85,0,18.59,1196082@1738890942,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
小林,49,2025/2/7,ChangeUp,N,46.25,141.08,133.36,2220.21,2082.7,93.81,1:14,0.8,68.8,26.4,,,39.9,30.6,-2.31,1.25,1.4,0.84,0,20.27,1196082@1738890922,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
小林,50,2025/2/7,ChangeUp,N,39.69,118.47,132.97,2210.68,1859.5,84.12,1:32,0.9,52.3,23,,,32.2,32.6,-2.48,1.12,1.37,0.86,2.0872097,32.74,1196082@1738890906,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
小林,51,2025/2/7,Slider,N,56.91,75.64,132.08,2498.04,2015.6,80.69,10:26,0.5,10,45.2,,,27.9,-32.5,-2.75,1.06,1.36,0.87,0,-36.21,1196082@1738890892,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
小林,52,2025/2/7,ChangeUp,N,71.88,100.57,131.62,2246.04,2109.2,93.91,1:22,0.9,26.4,42.3,,,38.9,34.4,-2.04,1.37,1.38,0.86,2.0922432,20.11,1196082@1738890872,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
小林,53,2025/2/7,ChangeUp,N,39.1,114.59,132.14,2202.75,1877.7,85.24,1:34,0.8,48.3,51,,,31.3,33.2,-3.58,1.07,1.41,0.87,0,31.52,1196082@1738890856,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
小林,54,2025/2/7,ChangeUp,N,52.01,145.52,130.81,2271.08,1900.3,83.67,1:42,0.8,50.8,18.5,,,28.5,34.9,-1.86,2.12,1.37,0.85,0,33.2,1196082@1738890838,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
小林,55,2025/2/7,ChangeUp,N,29.63,57.07,135.45,2229.41,2134.5,95.74,1:42,0.8,10.7,33.5,,,32.2,40,-3.35,0.48,1.32,0.88,0,16.78,1196082@1738890824,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
小林,56,2025/2/7,ChangeUp,N,-37.25,152.59,128.56,2151.59,1799.9,83.65,1:32,0.7,76.1,26.3,,,31.5,32.2,-5.34,1.66,1.39,0.83,0,33.23,1196082@1738890804,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
小林,57,2025/2/7,ChangeUp,N,-6.43,118.02,130.09,2163.53,2016.3,93.19,1:14,0.8,54.8,53.9,,,40.2,30.5,-5.26,0.78,1.44,0.85,0,21.26,1196082@1738890787,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
小林,58,2025/2/7,ChangeUp,N,-50.77,79.58,129.16,2255.71,2114.2,93.73,1:32,0.9,34.9,52.2,,,37,38.6,-6.67,0.4,1.38,0.82,2.0939007,20.4,1196082@1738890772,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
小林,59,2025/2/7,ChangeUp,N,41.51,105.17,132.79,2309.29,2139.3,92.64,1:48,1,38.2,37.1,,,29.7,40.6,-2.99,1.22,1.33,0.86,0,22.12,1196082@1738890752,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
小林,60,2025/2/7,ChangeUp,N,-79.73,95.22,133.24,2102.34,1974.6,93.92,1:30,0.8,49,58.3,,,37,37.4,-8.04,0.21,1.41,0.89,1.8767376,20.08,1196082@1738890736,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
小林,61,2025/2/7,ChangeUp,N,-27.7,79.6,134.91,2084.28,1996.4,95.78,1:44,0.8,36.8,57.2,,,32.2,40.7,-6.25,0.27,1.38,0.89,2.0346203,16.7,1196082@1738890719,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
小林,62,2025/2/7,ChangeUp,N,-32.15,92.78,133.58,2172.9,2035.9,93.69,1:20,0.8,44.7,49.4,,,39.5,33.2,-6.07,0.31,1.39,0.87,2.0795555,20.46,1196082@1738890703,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
小林,63,2025/2/7,ChangeUp,N,-36.58,128.82,131.91,2131.88,2002.9,93.95,1:16,0.9,58.1,32.9,,,40.7,31.8,-5.57,1.18,1.4,0.86,2.0589561,20.03,1196082@1738890688,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
小林,64,2025/2/7,ChangeUp,N,-57.92,139.68,130.79,2185.05,1922.7,87.99,1:34,0.8,72.7,35.4,,,32.8,35,-6.32,1.11,1.4,0.82,0,28.37,1196082@1738890674,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
幹太,1,2025/3/7,ChangeUp,N,38.5,69.47,135.43,2142.31,2117.3,98.83,1:18,0.9,52.1,43.4,,,40.2,33.2,-2.29,-0.57,1.4,0.62,0,8.76,1194730@1741315649,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
幹太,2,2025/3/7,ChangeUp,Y,17.96,77.49,137.68,2017.88,1835.9,90.98,1:12,0.8,42.6,49.9,,,41.6,30.1,-3.34,-0.09,1.4,0.65,1.3951683,24.52,1194730@1741315569,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
幹太,3,2025/3/7,ChangeUp,Y,-4.64,83.05,139.12,1926.68,1803.8,93.62,1:12,0.9,52.2,27.6,,,37.6,27.2,-3.32,-0.1,1.39,0.65,0,20.57,1194730@1741315545,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
幹太,4,2025/3/7,ChangeUp,N,-35.27,40.4,140.42,2128.94,2039.5,95.8,1:08,0.9,48.7,30.8,,,41.3,28.3,-4.59,-1.54,1.37,0.68,0,16.66,1194730@1741315524,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
幹太,5,2025/3/7,ChangeUp,Y,7.57,94.08,134.12,2141.8,1992,93.01,1:14,0.9,45.8,43.9,,,39.1,29.6,-3.39,0.62,1.4,0.63,0,21.55,1194730@1741315474,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
幹太,6,2025/3/7,ChangeUp,Y,20.22,99,133.71,1378.97,1352.7,98.09,0:16,0.7,54.7,59.3,,,42.3,6.8,-3.55,0.46,1.43,0.65,0,-11.21,1194730@1741315432,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
幹太,7,2025/3/7,ChangeUp,N,42.43,71.8,138.43,2049.65,1924.7,93.9,1:14,0.8,36.3,51.6,,,39.3,29.4,-2.46,-0.3,1.37,0.59,2.0748272,20.11,1194730@1741315386,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
幹太,8,2025/3/7,ChangeUp,Y,10.18,80.87,137.07,2158.35,1988.6,92.14,0:52,0.8,47.7,48.2,,,48.5,23.5,-3.57,-0.09,1.41,0.65,1.4471703,22.88,1194730@1741315348,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
幹太,9,2025/3/7,Cutter,N,-28.34,31.91,131.17,2395.21,1084.6,45.28,0:52,1,46.1,15.1,,,22.7,9.7,-3.74,-1.21,1.39,0.66,0,63.07,1194730@1741315314,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
幹太,10,2025/3/7,ChangeUp,N,-33.64,70.66,138.53,2001.34,1892.5,94.56,1:12,0.9,62.8,21.9,,,38.5,28.4,-4.01,-0.85,1.42,0.62,0,18.98,1194730@1741315296,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
幹太,11,2025/3/7,ChangeUp,Y,15.59,67.7,135.86,2156.53,1926.5,89.33,1:00,0.8,30.9,48.8,,,44.9,26,-3.47,0.17,1.37,0.66,1.5176773,26.71,1194730@1741315233,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
幹太,12,2025/3/7,ChangeUp,Y,-11.45,57.16,126.54,1785.48,1500.8,84.05,1:30,0.9,25.8,43,,,33.1,32.3,-3.96,0.34,1.42,0.6,1.4542828,32.8,1194730@1741315178,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
幹太,13,2025/3/7,Slider,Y,-5.09,65.88,120.53,2547.61,508.6,19.96,8:04,0.7,-3.1,-43.6,,,-5.1,-13.5,-0.72,2.35,1.4,0.6,0,78.48,1194730@1741315167,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
幹太,14,2025/3/7,Cutter,Y,21.72,69.23,130.62,2637.04,1248.7,47.35,0:18,0.8,27.8,27.7,,,27.4,2.7,-2.58,0.77,1.38,0.71,0,61.74,1194730@1741311981,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
幹太,15,2025/3/7,Slider,Y,-17.81,68.18,125.38,2456.91,455.4,18.54,8:32,0.8,11.5,-30.5,,,-2.1,-13.1,-2,1.93,1.35,0.73,0,79.32,1194730@1741311947,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
幹太,16,2025/3/7,Cutter,N,-31.57,46.68,131.98,2668.19,1148.1,43.03,0:50,0.8,49,19.4,,,25.5,10,-4.05,-1.14,1.41,0.66,1.4863453,64.51,1194730@1741311928,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
幹太,17,2025/3/7,ChangeUp,Y,22.48,67.28,141.13,2282.44,2092,91.66,1:22,0.9,63.9,54.4,,,37,31.8,-3.38,-0.47,1.38,0.75,0,23.57,1194730@1741311880,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
幹太,18,2025/3/7,ChangeUp,Y,-6.03,83.74,137.54,2163.37,2047.5,94.64,1:12,1,72.7,38.9,,,40.4,29,-3.89,-0.63,1.44,0.74,0,18.84,1194730@1741311847,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
幹太,19,2025/3/7,ChangeUp,Y,12.47,68.31,131.59,1649.76,1583.8,96,1:22,0.8,27.2,55.5,,,34.4,30.1,-3.79,0.66,1.38,0.69,0,16.25,1194730@1741311818,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
幹太,20,2025/3/7,ChangeUp,Y,-0.61,58.03,138.57,2208.43,2078.7,94.13,1:12,0.9,50.8,36.8,,,40.6,29.3,-3.6,-0.71,1.43,0.72,0,19.74,1194730@1741311763,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
幹太,21,2025/3/7,ChangeUp,N,3.97,134.79,137.93,1990.62,1854.8,93.18,1:14,0.9,49.7,43.6,,,37.7,28.2,-3.56,1.64,1.42,0.65,0,21.28,1194730@1741311747,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
幹太,22,2025/3/7,Slider,Y,11.79,94.34,110.96,2331.82,1476.6,63.33,8:04,0.9,-8.7,-26.7,,,-17,-36.4,-0.86,4.36,1.39,0.65,0,50.71,1194730@1741311693,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
幹太,23,2025/3/7,ChangeUp,N,34.91,134.63,137.19,2115.16,1978.4,93.53,1:16,1,52.4,32.4,,,42.5,33.7,-2.35,1.67,1.41,0.71,1.4048004,20.72,1194730@1741311647,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
幹太,24,2025/3/7,ChangeUp,Y,7.37,74.45,137.04,2316.64,2190.2,94.54,1:16,0.9,46.5,47.4,,,41.5,32,-3.74,-0.61,1.4,0.64,2.1132374,19.02,1194730@1741311607,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
幹太,25,2025/3/7,Slider,N,-5.34,17.2,112.48,2469.52,1352.2,54.75,7:26,0.8,-28.2,-50.5,,,-24.9,-27.2,-0.67,1.8,1.41,0.64,1.9355602,56.8,1194730@1741311590,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
幹太,26,2025/3/7,ChangeUp,N,33.83,87.81,134.52,2140.66,2012.3,94.01,1:16,0.9,45.5,40.5,,,38.8,30.7,-2.41,0.28,1.42,0.63,0,19.94,1194730@1741311550,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
幹太,27,2025/3/7,ChangeUp,N,25.98,124.37,135.51,2153.69,1984.4,92.14,1:16,0.9,50.3,36.7,,,38,29.9,-2.44,1.38,1.44,0.6,0,22.87,1194730@1741311523,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
幹太,28,2025/3/7,Cutter,N,-37.18,70.9,127.89,2503.14,1252.8,50.05,0:38,0.9,46.6,10.8,,,27.3,8,-3.85,0.09,1.45,0.65,0,59.97,1194730@1741311509,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
幹太,29,2025/3/7,Cutter,N,-12.7,108.56,129.75,2563.48,1097.9,42.83,0:54,0.9,47.1,9.8,,,22,9.5,-3.05,1.27,1.42,0.67,0,64.64,1194730@1741311484,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
幹太,30,2025/3/7,ChangeUp,Y,14.17,49.78,128.9,1914.91,1617.9,84.49,1:30,0.8,36.6,50.5,,,30.6,30.4,-3.4,-1.02,1.44,0.56,0,32.34,1194730@1741311471,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
幹太,31,2025/3/7,CurveBall,Y,7.04,65.25,109.22,2461.66,1399.6,56.86,7:08,0.7,-24.9,-51.9,,,-28,-23.2,0.08,3.97,1.42,0.57,0,55.35,1194730@1741311460,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
幹太,32,2025/3/7,Slider,N,-8.79,108.34,119.5,2365.45,693.7,29.33,9:24,1,19.6,-18.2,,,3.9,-19.5,-1.8,2.83,1.46,0.62,0,72.95,1194730@1741311448,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
幹太,33,2025/3/7,Cutter,N,-31.35,26.64,127.78,2419.99,1285.2,53.11,0:32,0.8,43.5,40.2,,,29.6,7.2,-4.68,-1.52,1.47,0.66,0,57.92,1194730@1741311427,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
幹太,1,2025/2/4,ChangeUp,Y,-20.78,74.75,142.8,2218.22,2074.7,93.53,1:18,0.9,59.2,39.3,,,38.2,31.1,-4.35,-0.88,1.38,0.6,0,20.72,1194730@1738655753,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
幹太,2,2025/2/4,ChangeUp,N,-43.61,106.71,135.58,2229.98,2146.3,96.25,1:12,0.8,65.2,40.1,,,44.8,32.6,-4.97,-0.03,1.38,0.57,1.7518578,15.75,1194730@1738655700,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
幹太,3,2025/2/4,ChangeUp,N,7.2,129.4,140.36,2237.49,2111.3,94.36,1:18,0.7,0,0,,,39.3,31.9,-3.36,-0.11,1.41,0.51,2.1231556,19.34,1194730@1738655682,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
幹太,4,2025/2/4,ChangeUp,Y,13.31,66.53,139.52,2241.81,2149.6,95.89,1:12,0.8,66.3,51.9,,,45.3,32.7,-3.35,-1.17,1.38,0.58,1.5412655,16.49,1194730@1738655662,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
幹太,5,2025/2/4,ChangeUp,N,69.53,138.66,134.63,1798.5,1732.1,96.31,1:22,0.8,59.3,52.4,,,38.9,33.4,-1.38,1.74,1.34,0.57,1.5306835,15.61,1194730@1738655611,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
幹太,6,2025/2/4,ChangeUp,N,14.88,119.01,138.86,2582.49,2576,99.75,1:32,0.9,48.7,56.1,,,38.9,40.8,-3.47,2,1.3,0.65,0,4.07,1194730@1738655593,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
幹太,7,2025/2/4,ChangeUp,N,51.06,125.88,130.64,1890.32,1749.3,92.54,1:20,0.9,54.3,39,,,37.9,32,-1.65,1.72,1.35,0.59,1.7924747,22.27,1194730@1738655571,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
幹太,8,2025/2/4,ChangeUp,Y,-2.94,49.17,128.24,1866.24,1707.3,91.48,1:18,0.9,34.9,37.3,,,37.7,30.3,-3.39,-0.51,1.36,0.55,1.9412155,23.82,1194730@1738655554,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
幹太,9,2025/2/4,Slider,N,-63.08,99.25,128.37,2574.37,904.9,35.15,11:56,0.8,49.7,-2.4,,,21.2,-2.7,-4.31,0.75,1.36,0.6,2.0762253,69.42,1194730@1738655503,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
幹太,10,2025/2/4,Slider,N,-85.17,55.25,129.44,2597.01,895.9,34.5,11:48,0.8,48.1,-19.4,,,22.1,-4.5,-4.42,-0.65,1.37,0.61,1.6078396,69.82,1194730@1738655485,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
幹太,11,2025/2/4,Slider,N,-45.72,65.77,131.17,2573.73,958.1,37.22,11:54,0.9,41.1,-1.9,,,22.4,-2.8,-3.55,-0.23,1.36,0.55,2.0358143,68.15,1194730@1738655469,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
