Name,No,Date,Pitch_Type,Is_Strike,Strike_Zone_Side,Strike_Zone_Height,球速,回転数,True_Spin_release,回転効率,Spin_Direction,Spin_Confidence,VB_trajectory,HB_trajectory,VB_spin,HB_spin,Horizontal_Angle,Release_Angle,Release_Height,Release_Side,Release_Extension_ft,Gyro_Degree_deg,,,,,,,,,,,,,,,,,,,,,,
友廣,31,2025/3/22,Fastball,N,-31.87,92.68,130.35,2162.97,2138.4,98.86,0:42,1,64.8,17.4,,,55.7,22.3,-3.31,-2.08,1.93,0.44,1.8044624,8.65,1212408@1742610666,V3P4DCSP2236A,1,12.144787,18.87849,1,0,0.9875024,0.12757447,0.09254109,-0.15269144,0.9198901,0.36123055,-0.039043844,-0.37084624,0.92787313,-2.0309927,-5.1465034,untitled,-
友廣,32,2025/3/22,Fastball,N,2.03,156.43,126.82,2090.71,2090.7,100,0:48,1,,17.7,,,54.7,25.7,-2.14,-0.15,1.99,0.45,1.8859653,0.38,1212408@1742610636,V3P4DCSP2236A,1,5.2709813,21.599304,1,0,0.9986415,0.047596835,-0.021207606,-0.044637933,0.9913941,0.12306593,0.026882647,-0.12195208,0.9921719,-0.805984,-3.0641,untitled,-
友廣,33,2025/3/22,Fastball,Y,-18,84.31,127.59,2110.53,2100.6,99.53,0:32,1,61.3,23.7,,,58.8,17.6,-2.88,-2.22,1.98,0.4,1.7431087,5.56,1212408@1742610354,V3P4DCSP2236A,1,-22.756842,4.534065,1,0,0.91391444,-0.12917179,0.38480508,0.21244635,0.96001697,-0.18230182,-0.34587118,0.24835873,0.9048155,-1.1382594,-5.926577,untitled,-
友廣,34,2025/3/22,Fastball,N,-36.1,159.59,127.77,2038.59,1990.6,97.65,0:38,1,57.9,17.6,,,53.9,19,-3.27,0.67,1.97,0.39,1.8329716,12.45,1212408@1742610338,V3P4DCSP2236A,1,10.0304785,25.806503,1,0,0.9812224,0.1894746,0.03608442,-0.18829787,0.90046304,0.39205906,0.04179254,-0.3914917,0.9192321,-1.9481667,-3.5329504,untitled,-
友廣,35,2025/3/22,Slider,N,-60.64,119.88,110.42,2639.63,2601.8,98.57,10:08,1,73.3,20,,,38.8,-60.5,-4.38,-0.14,2.07,0.44,1.7905483,9.71,1212408@1742610313,V3P4DCSP2236A,1,-42.147137,81.706314,1,0,0.8389955,-0.5065216,0.19880246,0.4683673,0.8582163,0.20999244,-0.2769812,-0.08307014,0.9572778,-2.8826528,-6.3486323,untitled,-
友廣,36,2025/3/22,ChangeUp,Y,-21.16,52.1,92.31,1207.29,1010.4,83.69,0:18,0.5,,-3.1,,,43,8.7,-1.79,3.82,2.07,0.32,1.831747,-33.18,1212408@1742610292,V3P4DCSP2236A,0.5,-34.33491,104.476906,1,0,0.03684503,-0.88875014,-0.4569086,0.46140894,0.4206944,-0.7811004,0.886422,-0.18204217,0.42557785,-2.0217977,-15.817642,untitled,-
友廣,37,2025/3/22,Cutter,N,-24.59,112.87,118.19,1885.66,663.2,35.17,1:00,1,23.8,-20.4,,,16.7,8.6,-1.89,0.8,1.98,0.49,1.8342915,69.41,1212408@1742610276,V3P4DCSP2236A,1,8.819247,60.97559,1,0,0.30408287,0.93925375,0.15917256,-0.72208434,0.11826199,0.68162173,0.6213918,-0.32220548,0.71418196,-3.4043837,-7.144737,untitled,-
友廣,38,2025/3/22,Fastball,N,-26.44,196.83,126.64,1983.25,1955.8,98.62,0:46,1,72.2,14.3,,,53.4,23.2,-2.94,1.46,2,0.43,1.7703228,9.55,1212408@1742610257,V3P4DCSP2236A,1,9.1989765,21.69447,0.5,0,0.9900146,0.13851541,0.026163649,-0.1389132,0.9271046,0.34810928,0.023962064,-0.34826773,0.9370888,-1.8690072,-1.8995409,untitled,-
友廣,39,2025/3/22,Slider,N,-58.42,135.39,125.81,1194.4,1129.3,94.55,10:30,1,57.3,12.7,,,30.3,-32.2,-3.87,-0.22,2.03,0.4,1.6279163,19,1212408@1742610241,V3P4DCSP2236A,1,-25.885382,118.36822,1,0,0.91564935,-0.14095503,-0.3764545,0.078964,0.98133016,-0.17537332,0.39414594,0.1308541,0.90968466,-2.9449084,-4.6751127,untitled,-
友廣,40,2025/3/22,ChangeUp,N,-15.82,114,123.79,2006.4,1977.2,98.54,0:40,1,46.8,13.8,,,57.9,21.4,-2.74,-0.8,2.05,0.43,1.6093502,9.79,1212408@1742610228,V3P4DCSP2236A,1,6.074587,20.593744,1,0,0.9907931,0.106273144,0.08387476,-0.1260461,0.950203,0.285003,-0.049409878,-0.2929511,0.9548499,-1.7518944,-5.843209,untitled,-
友廣,1,2025/3/7,Slider,Y,-6.05,48.81,109.04,2408.49,1269.3,52.7,7:52,0.7,-26.2,-53,,,-17,-29.9,-0.45,3.58,1.43,0.6,0,58.2,1212408@1741315145,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
友廣,2,2025/3/7,Fastball,N,21.74,44.33,130.66,2022.81,1955.8,96.69,1:16,0.8,36.9,50.6,,,39.8,31.6,-3.07,-0.73,1.48,0.61,0,14.79,1212408@1741315135,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
友廣,3,2025/3/7,Slider,N,30.64,96.6,125.05,2053.03,499.5,24.33,11:52,0.9,17.6,5.6,,,13.3,-2.9,-1.4,1.13,1.71,0.66,0,75.92,1212408@1741313658,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
友廣,4,2025/3/7,Slider,N,-43.61,93.99,116.38,1008.9,900,89.2,9:24,0.9,11.2,-28.5,,,7,-33.6,-2.93,2,1.66,0.7,0,-26.87,1212408@1741313638,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
友廣,5,2025/3/7,Slider,N,-29.01,75.55,123.5,2045.55,93.2,4.56,0:12,0.9,-6.5,0.1,,,2.9,-2.6,-3.14,1.37,1.68,0.61,1.5487671,87.39,1212408@1741313618,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
友廣,6,2025/3/7,Fastball,N,45.08,114.93,133.58,2296.1,2267.7,98.76,0:28,0.8,76.8,29.7,,,58.4,14.4,-1.22,-0.88,1.75,0.51,1.4571056,9.02,1212408@1741313554,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
友廣,7,2025/3/7,Slider,Y,-8.79,54.69,123.51,2071.51,270.6,13.06,0:12,0.9,3.5,2,,,8,-2,-2.66,0.38,1.68,0.66,1.4646053,82.49,1212408@1741313519,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
友廣,8,2025/3/7,Cutter,N,-27.38,37.31,124.29,1978.13,552.6,27.93,1:02,0.9,30.3,0.6,,,12.7,5.5,-3.1,-1.2,1.69,0.62,0,73.78,1212408@1741313479,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
友廣,9,2025/3/7,Cutter,N,-25.88,15.99,124.81,2017.16,633.9,31.42,0:46,0.9,27.5,-2.5,,,17.1,4.9,-2.91,-1.78,1.66,0.61,1.4654827,71.68,1212408@1741313433,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
友廣,10,2025/3/7,Fastball,Y,-21.68,68.47,133.52,2306.99,2296.1,99.53,1:04,1,56.8,28.1,,,51.3,32,-3.67,-1.69,1.68,0.55,1.5787468,5.57,1212408@1741313414,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
友廣,11,2025/3/7,Fastball,N,18.33,130.24,131.2,2174.15,1989.9,91.53,0:50,0.8,72.7,39.3,,,49.2,23.2,-2.75,0,1.71,0.59,1.4463387,23.76,1212408@1741313383,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
友廣,12,2025/3/7,Fastball,N,37.82,118.55,136.04,2286.34,2215.6,96.91,0:36,1,60.1,18.1,,,54.9,17.6,-0.88,-0.33,1.73,0.45,1.5495548,14.29,1212408@1741313355,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
友廣,13,2025/3/7,Slider,Y,17.32,60.96,104.36,2251.8,2249.4,99.9,8:30,0.5,-56.2,4.8,,,-15.1,-58.4,-0.85,4.06,1.77,0.37,0,2.62,1212408@1741313330,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
友廣,14,2025/3/7,CurveBall,N,30.52,61.54,104.26,577.74,391,67.67,7:38,0.6,-43.5,-2.8,,,-12.5,-16.8,-0.36,4.13,1.79,0.44,0,47.41,1212408@1741313291,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
友廣,15,2025/3/7,ChangeUp,Y,1.57,84.53,118.58,638.3,633.2,99.2,0:04,0.7,56.3,28.6,,,31.4,0.9,-2.74,-0.19,1.69,0.52,1.5574799,7.25,1212408@1741313239,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
友廣,16,2025/3/7,Cutter,N,-25.37,32.79,127.65,2090.29,750.1,35.89,0:48,0.9,14.2,3.7,,,19.9,6.6,-2.89,-1.29,1.71,0.54,1.4801884,68.97,1212408@1741313212,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
友廣,17,2025/3/7,Fastball,Y,-6.39,64.72,135.53,2326.86,2276.9,97.85,0:38,0.9,61.1,33.4,,,56.4,19.7,-3.12,-2.25,1.73,0.5,1.4688396,11.9,1212408@1741313170,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
友廣,18,2025/3/7,Fastball,Y,15.38,93.8,131.84,2143.41,2129.7,99.36,0:50,0.9,64.2,20.1,,,53,25,-2,-1.09,1.72,0.53,1.5540409,6.48,1212408@1741313082,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
友廣,19,2025/3/7,Slider,Y,13.67,49.59,122.62,1999.35,661.7,33.09,11:48,0.9,17.2,2.1,,,20.3,-4.1,-1.86,-0.38,1.69,0.65,1.440733,70.67,1212408@1741313047,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
友廣,20,2025/3/7,Fastball,N,43.65,84.14,131.48,2156.49,2154.8,99.92,0:50,0.8,50.5,9.1,,,52.6,24.8,-0.7,-0.82,1.71,0.55,1.6756096,2.24,1212408@1741313019,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
友廣,21,2025/3/7,Cutter,N,15.23,121.23,123.78,2387.35,2200.8,92.18,11:08,0.4,74.8,39.3,,,50.7,-24.8,-2.65,-0.07,1.77,0.53,1.3827877,-22.8,1212408@1741312976,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
友廣,22,2025/3/7,ChangeUp,N,43.98,115.73,111.25,1375.64,1338.8,97.32,1:46,1,42.4,38.1,,,29.6,40.2,-1.62,1.9,1.73,0.52,1.6799259,-13.29,1212408@1741312954,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
友廣,23,2025/3/7,Fastball,N,-3.42,112.71,128.85,2049.81,2041.3,99.59,0:48,0.9,83.6,28,,,48.8,21.6,-2.77,-1.08,1.78,0.49,0,-5.22,1212408@1741312940,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
友廣,24,2025/3/7,Cutter,N,4.86,31.99,113.66,1875.39,706.2,37.65,0:50,0.9,14.9,4,,,20,6.6,-2.11,-0.49,1.76,0.61,1.6065731,67.88,1212408@1741312926,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
友廣,25,2025/3/7,CurveBall,N,-45.48,-44.85,94.05,2238.8,1729.7,77.26,6:06,0.7,-54.5,-12.8,,,-48.4,-6.7,-2.47,1.88,1.89,0.39,0,39.41,1212408@1741312908,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
友廣,26,2025/3/7,Fastball,N,-3.74,139.65,127.47,2036.29,2018.9,99.15,0:38,0.8,73.9,32.7,,,54.9,18.6,-2.95,0.22,1.78,0.48,1.51614,7.49,1212408@1741312880,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
友廣,27,2025/3/7,Slider,Y,19.5,54.37,109.72,1869.47,516.6,27.63,8:40,0.7,-17.1,-44.3,,,-2,-18.1,-0.71,4.03,1.19,0.84,0,73.96,1212408@1741310703,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
友廣,28,2025/3/7,Slider,N,-14.12,43.95,119.6,2221.65,624,28.09,6:36,0.7,-21,-29.4,,,-15.3,-8.1,-1.82,1.44,1.64,0.68,0,73.69,1212408@1741310672,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
友廣,29,2025/3/7,Slider,Y,-17.1,63.14,124.26,2019.14,550.2,27.25,11:58,0.9,26.8,7.6,,,16.3,-2.7,-3.07,-0.24,1.68,0.64,1.5082073,74.19,1212408@1741310647,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
友廣,30,2025/3/7,ChangeUp,N,49.72,55.53,121.93,741.54,598.2,80.68,1:32,0.7,55.6,50.4,,,19.6,19.1,-2.13,-1.28,1.65,0.6,1.565237,36.22,1212408@1741310621,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
友廣,31,2025/3/7,Cutter,Y,-9.28,72.78,127.59,2134.45,811.6,38.02,0:48,0.8,45.2,4,,,21.1,7.5,-2.68,-0.84,1.68,0.64,1.475235,67.65,1212408@1741310592,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
友廣,32,2025/3/7,Fastball,N,10.58,107.33,130.5,2190.64,2155.5,98.39,0:34,0.9,35.3,10.1,,,54.7,16.5,-1.84,0.03,1.72,0.53,1.7103462,10.28,1212408@1741310572,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
友廣,33,2025/3/7,Fastball,N,55.28,111.08,129.03,2026.78,2018.9,99.61,1:10,0.8,63.9,51.9,,,47.3,33.4,-2.16,-0.24,1.72,0.66,1.516571,5.05,1212408@1741310503,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
友廣,34,2025/3/7,Fastball,N,21.43,135.56,129.63,2149.02,2100.1,97.72,0:36,0.9,65.5,25.5,,,54.1,17.4,-2.34,0.58,1.7,0.63,1.6541157,12.25,1212408@1741310473,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
友廣,35,2025/3/7,Fastball,N,27.01,90.47,126.62,2022.4,2004.3,99.11,1:08,0.8,68.8,46.5,,,48.5,32.7,-2.46,-1.06,1.75,0.51,1.4512863,7.66,1212408@1741310395,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
友廣,36,2025/3/7,CurveBall,N,-17.14,39.18,122.65,2295.79,1131.7,49.29,6:18,0.8,-11.8,-32,,,-30.9,-8.9,-1.82,0.61,1.65,0.67,1.4216309,60.47,1212408@1741310373,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
友廣,37,2025/3/7,Slider,N,-40.2,76.37,124.59,1989.54,243.8,12.26,0:14,1,9.9,2.1,,,7.3,-1.7,-3.86,0.78,1.67,0.69,1.4891415,82.96,1212408@1741310330,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
友廣,38,2025/3/7,Slider,N,7.45,109.26,118.3,2197.87,888.1,40.41,7:26,0.9,-3.9,-29.8,,,-16.4,-18.9,-1.17,3.12,1.67,0.72,0,66.17,1212408@1741310307,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
友廣,39,2025/3/7,ChangeUp,N,38.19,67.24,119.36,1406.87,1353.7,96.22,1:50,0.9,49.3,51.1,,,29,40.9,-2.51,-0.53,1.7,0.6,1.4337044,-15.8,1212408@1741310268,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
友廣,40,2025/3/7,ChangeUp,Y,8.92,70.94,117.8,1468.56,1324.2,90.17,2:16,0.9,39.1,39.4,,,18.5,44.3,-3.09,0.02,1.68,0.58,1.5580292,-25.62,1212408@1741310236,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
友廣,41,2025/3/7,Fastball,Y,12.4,72.45,134.55,1784.35,1238.7,69.42,1:22,0.6,55,31.6,,,31.2,23.4,-2.61,-1.62,1.73,0.55,1.5932751,46.04,1212408@1741310208,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
友廣,42,2025/3/7,Cutter,N,-16.4,45.4,124.46,1925.78,714.7,37.11,0:42,0.9,32.8,14.4,,,20.6,5.8,-3.33,-1.23,1.72,0.66,1.4438095,68.21,1212408@1741310155,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
友廣,43,2025/3/7,Fastball,N,29.62,116.24,132.51,2270.29,2134.8,94.03,0:50,0.8,72.3,44.5,,,51.6,24.1,-2.54,-0.56,1.75,0.59,1.4556084,19.9,1212408@1741310098,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
友廣,44,2025/3/7,ChangeUp,N,-15.82,29.91,122.17,3018.05,3014.8,99.89,11:52,0.6,7.9,6.9,,,68.6,-4.4,-3.13,-0.78,1.7,0.67,1.5504436,2.67,1212408@1741310068,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
友廣,45,2025/3/7,Fastball,N,16.89,129.6,129.66,2168.44,2117.1,97.63,0:12,0.7,74.8,48.9,,,59,6.4,-3.11,0.01,1.76,0.58,1.416235,-12.49,1212408@1741310037,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
友廣,46,2025/3/7,Fastball,N,16.23,116.29,130.75,2182.9,2140.3,98.05,1:02,0.9,62.6,25.7,,,50.2,29.9,-2.5,-0.15,1.73,0.63,1.4623222,11.34,1212408@1741310016,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
友廣,1,2025/3/14,Fastball,Y,-8.6,63.1,136.52,2084.75,2019.4,96.87,0:38,1,53.6,17.9,,,47.9,17,-2.11,-2.57,1.75,0.31,0,14.38,1212408@1739499968,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
友廣,2,2025/3/14,Fastball,N,0.11,119.85,135.11,2107.65,1994.6,94.63,0:36,0.9,56.1,6.7,,,47.1,15.6,-1.63,-0.57,1.74,0.38,0,18.85,1212408@1739499919,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
友廣,3,2025/3/14,Fastball,N,-9.2,130.11,134.46,2130.85,2054.6,96.42,0:34,0.8,86.9,22.6,,,49.2,15.2,-2.35,-1.3,1.77,0.33,0,15.37,1212408@1739499899,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
友廣,4,2025/3/14,Fastball,Y,3.14,79.44,134.34,2103.04,2044.6,97.22,0:10,0.8,47.7,22.2,,,51.5,4.8,-1.99,-1.74,1.74,0.35,0,13.54,1212408@1739499875,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
友廣,5,2025/3/14,Fastball,N,5.12,117.39,133.52,2142.07,2107.6,98.39,0:40,0.8,75,18.7,,,49.4,18.5,-1.91,-1.33,1.76,0.39,0,10.29,1212408@1739499854,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
友廣,6,2025/3/14,Fastball,N,27.14,106.17,131.15,2031.25,1959.6,96.47,0:42,1,50.7,21,,,47.5,18.3,-1.26,-0.72,1.75,0.41,0,15.26,1212408@1739499808,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
友廣,7,2025/3/14,ChangeUp,N,-0.31,124.66,101.38,1265.37,1210.8,95.69,4:46,0.5,-47.7,-4.2,,,-36.3,25.5,-0.88,5.8,1.82,0.28,0,16.88,1212408@1739499777,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
友廣,8,2025/3/14,ChangeUp,N,45.06,98.1,116.27,1166.14,1140.8,97.83,1:28,0.8,27.9,11.5,,,29.8,29.3,-0.3,0.61,1.72,0.42,0,-11.96,1212408@1739499749,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
友廣,9,2025/3/14,ChangeUp,N,62.81,73.5,118.44,1363.84,1274.9,93.48,1:48,0.7,73.3,34.9,,,25.4,35.2,-0.53,-1.97,1.78,0.42,0,-20.81,1212408@1739499723,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
友廣,10,2025/3/14,Fastball,N,46.97,112.9,132.41,2043.5,1990.4,97.4,0:42,0.9,54.5,26.3,,,47.5,18.2,-0.77,-0.74,1.74,0.42,0,13.09,1212408@1739499693,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
友廣,11,2025/3/14,Fastball,N,12.59,129.19,131.44,2128.22,2081.3,97.8,0:32,0.9,48.7,21,,,50.5,14.5,-1.92,0.24,1.74,0.44,0,12.05,1212408@1739499664,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
友廣,12,2025/3/14,CurveBall,Y,-20.86,53.42,113.33,2098.8,1100.8,52.45,6:24,0.7,-58.3,-46.4,,,-29.1,-9.5,-0.99,2.98,1.65,0.53,0,58.37,1212408@1739499639,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
友廣,13,2025/3/14,Cutter,Y,17.66,94.33,126.86,1961.27,706.4,36.02,0:52,0.8,18.9,-11.3,,,16.9,6.6,-0.65,0.18,1.75,0.47,0,68.89,1212408@1739499616,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
友廣,14,2025/3/14,Cutter,Y,-8.62,51.05,124.89,1933.16,705.4,36.49,0:42,0.9,14,-9.6,,,17.8,5.2,-1.69,-1.05,1.74,0.47,0,68.6,1212408@1739499593,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
友廣,15,2025/3/14,Fastball,Y,-18.47,98.27,134.12,2065.65,2016.5,97.62,0:42,0.9,57,10.8,,,47.9,18.7,-2.45,-1.37,1.76,0.38,0,12.52,1212408@1739499569,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
友廣,16,2025/3/14,Fastball,N,-7.01,132.9,133.3,2082.81,2043.9,98.13,0:42,0.8,63.7,2.9,,,48.2,18.4,-1.78,-0.37,1.77,0.39,0,11.09,1212408@1739499546,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
友廣,17,2025/3/14,Fastball,N,-5.43,130.23,132.81,2078.27,2016.4,97.02,0:42,1,51.4,17.1,,,47.7,18.1,-2.23,-0.09,1.77,0.39,0,14.02,1212408@1739499517,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
友廣,18,2025/3/14,CurveBall,N,-5.53,26.67,101.61,2142.65,1938.5,90.47,5:42,0.8,-60.2,-11.1,,,-53.8,5.3,-0.81,2.65,1.81,0.28,0,25.22,1212408@1739499485,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
友廣,19,2025/3/14,Cutter,Y,-10.09,106.66,125.48,1988.1,709.6,35.69,1:02,0.8,26.3,-5.9,,,16.3,8.2,-1.87,0.51,1.75,0.48,2.1100578,69.09,1212408@1739499462,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
友廣,20,2025/3/14,Cutter,Y,19.02,93.65,126.96,1905.84,927.9,48.69,0:48,0.8,11.1,-4.1,,,22.9,8.7,-0.91,0.69,1.71,0.48,0,60.87,1212408@1739499441,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
友廣,21,2025/3/14,Fastball,N,27,130.27,134.96,2148.23,2107.9,98.12,1:04,0.9,60.6,17.4,,,44.3,27.5,-0.9,-0.48,1.78,0.34,0,11.12,1212408@1739499416,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
友廣,22,2025/3/14,Fastball,Y,4.02,64.85,134.01,2069.64,2030.9,98.13,0:42,0.9,61.5,23.5,,,48.6,18.5,-2.17,-2.76,1.76,0.4,0,11.11,1212408@1739499395,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
友廣,23,2025/3/14,ChangeUp,Y,13.72,50.05,120.36,1267.53,1199.4,94.63,1:30,0.9,50.4,21.4,,,29.8,29.9,-1.71,-2,1.75,0.39,0,-18.86,1212408@1739499371,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
友廣,24,2025/3/14,Fastball,N,33.87,110.04,134.26,2069.26,2002.1,96.76,0:38,0.9,51.9,23.9,,,47.7,16.8,-1.08,-0.7,1.73,0.39,0,14.64,1212408@1739499347,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
友廣,25,2025/3/14,Fastball,Y,7.86,106.16,134.54,2101.94,2035,96.81,0:40,0.9,71.9,16.6,,,47.8,17.6,-1.64,-1.64,1.76,0.36,0,14.5,1212408@1739499328,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
友廣,26,2025/3/14,Fastball,N,-9.77,136.94,133.34,2093.46,2037.1,97.31,0:40,0.9,71.7,20,,,48,17.9,-2.31,-0.51,1.77,0.34,0,13.33,1212408@1739499306,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
友廣,27,2025/3/14,ChangeUp,N,-2.57,32.2,119.9,1270.14,1193.4,93.95,1:32,0.9,23.3,29.5,,,28.9,30.6,-2.47,-1.64,1.72,0.35,0,-20.02,1212408@1739499286,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
友廣,28,2025/3/14,CurveBall,Y,-14.65,71.58,118.23,2143.47,1107.7,51.68,6:18,0.8,-27.1,-31.1,,,-28.8,-7.9,-1.38,1.9,1.69,0.55,0,58.88,1212408@1739499257,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
友廣,29,2025/3/14,Fastball,N,-37.29,109.41,133.72,2040.86,1880.4,92.14,0:44,0.8,73.2,9.7,,,45.7,18.4,-3.04,-1.62,1.8,0.37,2.1045208,22.88,1212408@1739499236,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
友廣,30,2025/3/14,Cutter,Y,9.82,90.51,128.71,1880.66,913.2,48.56,0:40,0.9,15.5,6.4,,,23.3,6.9,-1.34,0.08,1.74,0.4,0,60.95,1212408@1739499213,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
友廣,31,2025/3/14,Cutter,Y,-10.75,78.95,126.65,1929.27,706.2,36.6,0:58,0.9,14.9,1.2,,,16.9,7.6,-2.08,-0.12,1.73,0.45,0,68.53,1212408@1739499165,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
友廣,32,2025/3/14,Cutter,N,-30.89,62.35,129.51,1926.5,783.7,40.68,0:46,0.8,34.4,-8.5,,,19.8,6.6,-2.61,-1.4,1.74,0.5,0,65.99,1212408@1739499143,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
友廣,33,2025/3/14,Fastball,Y,3.08,104.47,134.58,2031.06,1966.6,96.83,0:38,1,54,18.5,,,47.8,16.2,-1.88,-1.14,1.75,0.36,0,14.47,1212408@1739499119,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
友廣,34,2025/3/14,Fastball,Y,-20.07,96.86,133.75,2031.11,1857.4,91.45,0:38,0.9,61.8,16.3,,,45.2,15.6,-2.64,-1.57,1.76,0.36,0,23.87,1212408@1739499096,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
